,nonvoter_reg_pct,pct_reg_of_vep_vrs,midterm,percentcitizenwhite,percentcitizenblack,turnout_pred,voterturnout,electionyear,stateabbreviation
37,0.05822749,0.8138801,0,0.858244623,0.090918966,0.5697040000000022,0.636,2008,PA
38,0.08160677,0.8417301,0,0.871010638,0.053191489,0.626346000000004,0.618,2008,RI
39,0.07513268,0.8066244,0,0.712679575,0.264522174,0.5733479999999992,0.58,2008,SC
40,0.07778592,0.8361611,0,0.916521739,0.003478261,0.6105550000000011,0.647,2008,SD
41,0.10324624,0.8022472,0,0.806800618,0.150585118,0.5615860000000001,0.57,2008,TN
42,0.06953745,0.7947317,0,0.546077128,0.122340426,0.5400260000000013,0.541,2008,TX
43,0.09332602,0.7581635,0,0.903280543,0.01300905,0.5640459999999983,0.56,2008,UT
44,0.04103221,0.8342508,0,0.966386555,0.008403361,0.6047530000000053,0.673,2008,VT
45,0.10059811,0.8730558,0,0.735891648,0.189051919,0.6575769999999985,0.67,2008,VA
46,0.10604227,0.8419077,0,0.810652174,0.02673913,0.6284410000000014,0.666,2008,WA
47,0.04861556,0.7814252,0,0.961067051,0.02739726,0.5212860000000078,0.499,2008,WV
48,0.00817329,0.8691568,0,0.893165556,0.049099433,0.7235700000000057,0.724,2008,WI
49,0.05982095,0.7828825,0,0.922879177,0.010282776,0.5957489999999986,0.628,2008,WY
50,0.07635505,0.863281,0,0.709111814,0.25524576,0.599491000000005,0.586,2012,AL
51,0.06383421,0.8684716,0,0.711111111,0.04040404,0.6041259999999967,0.587,2012,AK
52,0.09045524,0.7745221,0,0.645340751,0.04798331,0.513189000000005,0.526,2012,AZ
53,0.05128189,0.7594837,0,0.794689426,0.148411569,0.5127170000000046,0.507,2012,AR
54,0.09350371,0.8010042,0,0.506682608,0.074298646,0.5545390000000009,0.551,2012,CA
55,0.06357475,0.8784338,0,0.79006772,0.03527088,0.6715820000000009,0.699,2012,CO
56,0.04193211,0.844919,0,0.772709084,0.102440976,0.6254230000000022,0.613,2012,CT
57,0.05101806,0.8627042,0,0.730109204,0.209048362,0.6206970000000017,0.623,2012,DE
58,0.0782752,0.852604,0,0.658187003,0.144004202,0.625973999999999,0.628,2012,FL
59,0.06287351,0.8632095,0,0.619768477,0.306173939,0.5951550000000068,0.59,2012,GA
60,0.0816899,0.7091731,0,0.225806452,0.019354839,0.5159960000000015,0.442,2012,HI
61,0.03208783,0.7705358,0,0.898496241,0.006578947,0.6049480000000058,0.598,2012,ID
62,0.06105107,0.8482321,0,0.725625637,0.144717473,0.6012920000000044,0.589,2012,IL
63,0.06457779,0.7842379,0,0.878704488,0.08149873,0.5257840000000045,0.552,2012,IN
64,0.01885386,0.864816,0,0.921594982,0.022849462,0.7056460000000029,0.703,2012,IA
65,0.06523893,0.8128678,0,0.843385707,0.052204764,0.5687809999999992,0.569,2012,KS
66,0.04519943,0.8081189,0,0.903569192,0.068879148,0.5874800000000044,0.557,2012,KY
67,0.03318321,0.8502548,0,0.656992899,0.307502316,0.6241220000000034,0.602,2012,LA
68,0.01218966,0.8545574,0,0.961764706,0.006862745,0.6960320000000063,0.682,2012,ME
69,0.06644569,0.8707171,0,0.626653357,0.291240329,0.6522100000000065,0.666,2012,MD
70,0.06830429,0.8773614,0,0.812107248,0.067239212,0.6641449999999998,0.659,2012,MA
71,0.03245489,0.8952891,0,0.804648589,0.1371057,0.6569140000000036,0.647,2012,MI
72,0.01234857,0.8768958,0,0.898795798,0.03638227,0.7433599999999978,0.76,2012,MN
73,0.06482957,0.9019811,0,0.620187793,0.349295775,0.6383020000000017,0.593,2012,MS
74,0.07580572,0.867941,0,0.846450442,0.105466092,0.6384989999999967,0.622,2012,MO
75,0.05535465,0.8272051,0,0.901856764,0.0,0.6018230000000017,0.625,2012,MT
76,0.07870281,0.814917,0,0.887345679,0.034722222,0.568099999999999,0.603,2012,NE
77,0.08226512,0.7899016,0,0.645464602,0.090707965,0.5246080000000033,0.564,2012,NV
78,0.02003147,0.8415838,0,0.943491423,0.010090817,0.6942959999999988,0.702,2012,NH
79,0.05321155,0.8654117,0,0.6797099,0.133074717,0.611396000000005,0.615,2012,NJ
80,0.06005833,0.8249483,0,0.5,0.027349229,0.5510699999999985,0.546,2012,NM
81,0.05321604,0.825425,0,0.662895582,0.160755236,0.5666199999999972,0.531,2012,NY
82,0.07726049,0.8882124,0,0.718116806,0.223629321,0.6466530000000071,0.648,2012,NC
83,0.02324787,0.8303118693877551,0,0.883268482,0.007782101,0.6126980000000045,0.598,2012,ND
84,0.08025426,0.8496608,0,0.849356725,0.114035088,0.6451149999999933,0.645,2012,OH
85,0.09773163,0.7696237,0,0.70435419,0.068422978,0.5083790000000057,0.492,2012,OK
86,0.13784543,0.8586776,0,0.857091946,0.014255167,0.6397399999999913,0.631,2012,OR
87,0.03901308,0.8098683,0,0.835907744,0.099449852,0.5906700000000099,0.595,2012,PA
88,0.06445334,0.8356545,0,0.841544607,0.057256991,0.582529,0.58,2012,RI
89,0.0607966,0.8249078,0,0.699112426,0.269526627,0.5724569999999976,0.563,2012,SC
90,0.08560098,0.8313653,0,0.866556837,0.008237232,0.5751029999999986,0.593,2012,SD
91,0.06841523,0.7862397,0,0.80076956,0.154339461,0.5217330000000044,0.519,2012,TN
92,0.06497302,0.7708747,0,0.520483128,0.133482754,0.5160060000000052,0.496,2012,TX
93,0.10198568,0.7678974,0,0.862242052,0.010039041,0.5612000000000004,0.555,2012,UT
94,0.04790612,0.8266858,0,0.94661191,0.01026694,0.601710000000005,0.607,2012,VT
95,0.07693179,0.8612301,0,0.728786537,0.188308237,0.6455359999999937,0.661,2012,VA
96,0.11444009,0.8401185,0,0.792425497,0.030836093,0.6070449999999997,0.648,2012,WA
97,0.04861714,0.7887503,0,0.955617198,0.026352288,0.5356340000000055,0.463,2012,WV
98,0.01235712,0.8777779,0,0.877796091,0.053449494,0.7274820000000065,0.729,2012,WI
99,0.04179411,0.7467319,0,0.887828162,0.007159905,0.5878690000000073,0.586,2012,WY
100,0.05076856,0.8621275,0,0.691865242,0.261024377,0.5969970000000028,0.588,2016,AL
101,0.05422933,0.875029,0,0.655378486,0.033864542,0.6588539999999989,0.61,2016,AK
102,0.06346135,0.809389,0,0.627044711,0.051690294,0.5560199999999941,0.549,2016,AZ
103,0.04649762,0.8370594,0,0.791115312,0.149338374,0.5887620000000002,0.528,2016,AR
104,0.07864251,0.797656,0,0.480273202,0.071032543,0.5556390000000019,0.565,2016,CA
105,0.06149936,0.9004806,0,0.802310655,0.042875481,0.6849310000000042,0.7,2016,CO
106,0.03287137,0.8654541,0,0.763995167,0.107128474,0.6327090000000045,0.637,2016,CT
107,0.04036922,0.8698691,0,0.693572496,0.215246637,0.6148840000000028,0.642,2016,DE
108,0.06030143,0.8701133,0,0.628361519,0.144372054,0.6285850000000041,0.645,2016,FL
109,0.06040053,0.8330312,0,0.587684449,0.319948922,0.5644889999999977,0.591,2016,GA
110,0.07057734,0.7187587,0,0.210472279,0.024640657,0.5096000000000016,0.423,2016,HI
111,0.02422966,0.7803469,0,0.864347826,0.004347826,0.616686000000005,0.592,2016,ID
112,0.04162676,0.8841081,0,0.685953177,0.147268673,0.6263970000000013,0.622,2016,IL
113,0.05207844,0.8135898,0,0.846506778,0.092179353,0.5670990000000028,0.564,2016,IN
114,0.01586474,0.8584474,0,0.922338569,0.028359511,0.6915070000000018,0.684,2016,IA
115,0.05513639,0.8075151,0,0.824051257,0.059635288,0.5738259999999991,0.577,2016,KS
116,0.04025738,0.8296631,0,0.887553913,0.07116451,0.5901970000000066,0.586,2016,KY
117,0.04184529,0.8641496,0,0.626304802,0.314345362,0.6031510000000092,0.6,2016,LA
118,0.00995806,0.8765755,0,0.936416185,0.009633911,0.7359969999999989,0.707,2016,ME
119,0.05530486,0.8847268,0,0.575276575,0.31000481,0.6455549999999954,0.664,2016,MD
120,0.0651627,0.8767485,0,0.799073888,0.074088987,0.6675860000000094,0.672,2016,MA
121,0.03093756,0.8890972,0,0.803327878,0.139116203,0.6559410000000035,0.647,2016,MI
122,0.02014818,0.8865658,0,0.854454203,0.042409034,0.7148910000000039,0.741,2016,MN
123,0.07497387,0.8704088,0,0.617050691,0.358064516,0.5886790000000072,0.552,2016,MS
124,0.05723101,0.853853,0,0.842398573,0.109451627,0.6428980000000025,0.622,2016,MO
125,0.04844387,0.8223944,0,0.908860759,0.003797468,0.605981000000003,0.618,2016,MT
126,0.06693326,0.8556443,0,0.851796407,0.038922156,0.6423580000000014,0.628,2016,NE
127,0.04818666,0.8043569,0,0.625822785,0.08556962,0.5661610000000032,0.574,2016,NV
128,0.01556213,0.8683236,0,0.95256917,0.008893281,0.7148860000000081,0.714,2016,NH
129,0.04990722,0.8678229,0,0.653071501,0.136623028,0.6112130000000044,0.644,2016,NJ
130,0.06389387,0.7552711,0,0.388968481,0.028653295,0.5301790000000038,0.545,2016,NM
131,0.04676875,0.8305492,0,0.645043997,0.168787725,0.5719069999999964,0.568,2016,NY
132,0.07247513,0.8798371,0,0.672270115,0.227298851,0.6463099999999943,0.645,2016,NC
133,0.02373986,0.8399012142857144,0,0.90070922,0.015957447,0.6196729999999973,0.608,2016,ND
134,0.05618551,0.8158428,0,0.830450641,0.114954701,0.5712930000000019,0.629,2016,OH
135,0.07825445,0.7826113,0,0.738892935,0.064821559,0.5168660000000048,0.523,2016,OK
136,0.13933808,0.8863636,0,0.83578013,0.013997952,0.6597629999999987,0.662,2016,OR
137,0.03976578,0.8205137,0,0.82159233,0.104939558,0.5895510000000088,0.636,2016,PA
138,0.04371075,0.8585309,0,0.767624021,0.075718016,0.6132450000000054,0.591,2016,RI
139,0.04918834,0.8330215,0,0.683435242,0.267926626,0.5735339999999968,0.567,2016,SC
140,0.06240718,0.8417823,0,0.887254902,0.013071895,0.6084330000000064,0.586,2016,SD
141,0.07830131,0.7851641,0,0.776477833,0.164203612,0.5184770000000072,0.511,2016,TN
142,0.05324501,0.8034688,0,0.539935551,0.135688802,0.5335030000000045,0.514,2016,TX
143,0.08183046,0.8134146,0,0.87912646,0.008125952,0.5745919999999972,0.568,2016,UT
144,0.04464466,0.8668774,0,0.942622951,0.008196721,0.6538610000000002,0.637,2016,VT
145,0.06501286,0.8652531,0,0.666495111,0.194887631,0.6142360000000028,0.661,2016,VA
146,0.08854693,0.8716176,0,0.776841693,0.036050157,0.6675909999999988,0.647,2016,WA
147,0.05175994,0.7749061,0,0.939649123,0.032982456,0.5177520000000051,0.502,2016,WV
148,0.018562,0.8416695,0,0.867248507,0.045245751,0.6863420000000059,0.695,2016,WI
149,0.03310362,0.7951592,0,0.8735363,0.011709602,0.6021640000000118,0.595,2016,WY
150,0.078653,0.8214131,1,0.72251462,0.25380117,0.4035280000000004,0.43,2010,AL
151,0.0352794,0.8354309,1,0.746861925,0.050209205,0.5271760000000034,0.519,2010,AK
152,0.0642903,0.803252,1,0.671618276,0.041863606,0.4134289999999973,0.41,2010,AZ
153,0.0254112,0.7192547,1,0.800290135,0.149903288,0.3572060000000017,0.375,2010,AR
154,0.0515269,0.7591342,1,0.526419818,0.072956472,0.34885500000000036,0.44,2010,CA
155,0.0481646,0.8237152,1,0.797005471,0.03714368,0.504536999999991,0.506,2010,CO
156,0.028935,0.8137398,1,0.818514007,0.084855867,0.46537599999999546,0.459,2010,CT
157,0.0128883,0.8167546,1,0.749211356,0.205047319,0.4143029999999984,0.475,2010,DE
158,0.0495096,0.8182136,1,0.672599827,0.137670316,0.426897999999996,0.417,2010,FL
159,0.0514005,0.7885268,1,0.642683298,0.301642835,0.40436400000000167,0.398,2010,GA
160,0.1021117,0.6577465,1,0.179372197,0.030269058,0.3697780000000021,0.399,2010,HI
161,0.0168036,0.7121072,1,0.900763359,0.007633588,0.42742799999999576,0.423,2010,ID
162,0.0407699,0.8180088,1,0.734510251,0.144191344,0.42181299999999483,0.424,2010,IL
163,0.025923,0.7351322,1,0.882923674,0.078266494,0.3732539999999979,0.371,2010,IN
164,0.0328383,0.8240576,1,0.938672769,0.023340961,0.5314699999999977,0.499,2010,IA
165,0.0352724,0.7672316,1,0.865550482,0.053272451,0.3973029999999943,0.417,2010,KS
166,0.0273906,0.764523,1,0.905319823,0.062064598,0.3880659999999974,0.424,2010,KY
167,0.0413225,0.86245,1,0.653893696,0.30315204,0.4910870000000021,0.389,2010,LA
168,0.0074562,0.8598595,1,0.972468043,0.008849558,0.5697800000000037,0.552,2010,ME
169,0.0393463,0.812158,1,0.630158318,0.28082014,0.44712799999999925,0.464,2010,MD
170,0.0221932,0.8188984,1,0.844515442,0.050266241,0.48660999999999194,0.489,2010,MA
171,0.0328043,0.8678957,1,0.808249721,0.135730212,0.5422090000000033,0.445,2010,MI
172,0.0143632,0.8534724,1,0.918537859,0.026370757,0.5564069999999932,0.554,2010,MN
173,0.0283628,0.8220344,1,0.623382846,0.345471969,0.44249000000000227,0.37,2010,MS
174,0.0449207,0.8176373,1,0.853886483,0.107590609,0.44774399999999465,0.445,2010,MO
175,0.0328833,0.7767602,1,0.880376344,0.00672043,0.42144699999999785,0.475,2010,MT
176,0.029165,0.7737828,1,0.906451613,0.025,0.3987999999999999,0.375,2010,NE
177,0.0337136,0.7127964,1,0.662608696,0.08057971,0.3853580000000027,0.413,2010,NV
178,0.0149181,0.7756665,1,0.951097804,0.010978044,0.4498539999999948,0.457,2010,NH
179,0.0285609,0.8194681,1,0.692953314,0.145479979,0.3984819999999949,0.364,2010,NJ
180,0.037951,0.7471498,1,0.450073421,0.029368576,0.3958559999999985,0.428,2010,NM
181,0.0256226,0.7845532,1,0.686241738,0.159234217,0.4041129999999971,0.355,2010,NY
182,0.0315861,0.7933555,1,0.707780458,0.21411339,0.3893509999999998,0.392,2010,NC
183,0.014875,0.7897275081632653,1,0.890985325,0.008385744,0.4588359999999932,0.462,2010,ND
184,0.047225,0.7908869,1,0.860651866,0.1059282,0.42564299999999683,0.449,2010,OH
185,0.0521504,0.7027043,1,0.718417047,0.072678843,0.37421399999999705,0.388,2010,OK
186,0.0941552,0.8419214,1,0.887985866,0.02155477,0.5368009999999954,0.527,2010,OR
187,0.0312362,0.763362,1,0.859192633,0.086518899,0.4019889999999944,0.417,2010,PA
188,0.0446741,0.8048062,1,0.855033557,0.045637584,0.448746999999996,0.448,2010,RI
189,0.0595402,0.7775461,1,0.696915244,0.268942797,0.36332100000000195,0.397,2010,SC
190,0.0471965,0.811803,1,0.914821124,0.00681431,0.45478699999999733,0.529,2010,SD
191,0.0495555,0.7630033,1,0.812403783,0.1464702,0.3637489999999995,0.346,2010,TN
192,0.0297358,0.74959,1,0.540738817,0.129390378,0.32468600000000214,0.321,2010,TX
193,0.0326639,0.739888,1,0.911111111,0.005,0.3713439999999998,0.363,2010,UT
194,0.0308131,0.830813,1,0.964656965,0.004158004,0.5662140000000008,0.494,2010,VT
195,0.0437593,0.8318228,1,0.698773449,0.187770563,0.41990400000000117,0.387,2010,VA
196,0.1018375,0.8272324,1,0.828984257,0.028897994,0.5307959999999954,0.532,2010,WA
197,0.0328348,0.7490252,1,0.954866008,0.033850494,0.3655839999999987,0.368,2010,WV
198,0.0163047,0.8110377,1,0.909047161,0.046438884,0.4838639999999969,0.52,2010,WI
199,0.0209434,0.7250256,1,0.89800995,0.012437811,0.4315619999999966,0.455,2010,WY
200,0.0646148,0.8018457,1,0.702756465,0.258596192,0.36311300000000185,0.329,2014,AL
201,0.0201839,0.8269493,1,0.62027833,0.035785288,0.5327959999999972,0.542,2014,AK
202,0.0551061,0.7744793,1,0.612690471,0.045258131,0.36288200000000104,0.334,2014,AZ
203,0.022308,0.7472966,1,0.793874575,0.147301896,0.39000400000000335,0.401,2014,AR
204,0.0417634,0.7414938,1,0.486894296,0.073072991,0.3296519999999993,0.299,2014,CA
205,0.0430391,0.8667469,1,0.794480171,0.035369775,0.5434960000000024,0.537,2014,CO
206,0.0245035,0.8114153,1,0.78671875,0.09609375,0.4676789999999956,0.423,2014,CT
207,0.0097445,0.8248424,1,0.703479576,0.208774584,0.3813850000000021,0.343,2014,DE
208,0.0401903,0.8228478,1,0.642841703,0.152172347,0.46254299999999826,0.428,2014,FL
209,0.0471081,0.7780347,1,0.606154757,0.318094393,0.3923620000000026,0.382,2014,GA
210,0.0969557,0.640036,1,0.210251046,0.018828452,0.36663900000000255,0.362,2014,HI
211,0.013506,0.701522,1,0.860633484,0.009049774,0.40738999999999226,0.393,2014,ID
212,0.0364421,0.8024021,1,0.696793654,0.148475031,0.39794799999999697,0.402,2014,IL
213,0.0226889,0.751587,1,0.861282762,0.082037076,0.4047179999999989,0.278,2014,IN
214,0.0294497,0.8476908,1,0.921318681,0.026813187,0.5514259999999999,0.498,2014,IA
215,0.0262487,0.7505795,1,0.838434521,0.06121425,0.37684299999999876,0.425,2014,KS
216,0.0271423,0.8075726,1,0.879638291,0.082008107,0.4493630000000024,0.442,2014,KY
217,0.0382911,0.8212861,1,0.622381807,0.309395572,0.43883600000000417,0.439,2014,LA
218,0.0096398,0.8482357,1,0.949282297,0.006698565,0.5723710000000054,0.581,2014,ME
219,0.0387829,0.8518541,1,0.597878496,0.291224687,0.4888640000000027,0.417,2014,MD
220,0.0200162,0.8059961,1,0.824299065,0.064382139,0.4890379999999955,0.441,2014,MA
221,0.0243783,0.8664779,1,0.789401049,0.133176925,0.5509650000000007,0.427,2014,MI
222,0.0091464,0.8252797,1,0.894228324,0.03941012,0.535292999999996,0.504,2014,MN
223,0.019775,0.852437,1,0.608309991,0.358543417,0.49270400000000203,0.29,2014,MS
224,0.0325401,0.8345045,1,0.851885301,0.108150824,0.5329100000000018,0.317,2014,MO
225,0.0333738,0.741809,1,0.909207161,0.003836317,0.36893599999999926,0.469,2014,MT
226,0.0271517,0.7757987,1,0.88820827,0.04058193,0.41821299999999345,0.405,2014,NE
227,0.0266197,0.6852967,1,0.595263724,0.102798708,0.3453760000000022,0.293,2014,NV
228,0.0167323,0.7832226,1,0.942857143,0.01182266,0.44897899999999386,0.476,2014,NH
229,0.02505,0.8119155,1,0.662040954,0.131832797,0.4488499999999962,0.311,2014,NJ
230,0.0259376,0.7409923,1,0.466478476,0.027522936,0.3617589999999991,0.354,2014,NM
231,0.0241161,0.764596,1,0.660789068,0.162442142,0.3181529999999997,0.282,2014,NY
232,0.0230063,0.8304456,1,0.707598075,0.222692139,0.42883300000000135,0.408,2014,NC
233,0.0181942,0.7844379102040817,1,0.908592322,0.010968921,0.4473589999999927,0.438,2014,ND
234,0.030392,0.772956,1,0.840874368,0.116464919,0.39767199999999814,0.351,2014,OH
235,0.0345127,0.7403718,1,0.753531599,0.07063197,0.32857299999999956,0.299,2014,OK
236,0.0905469,0.8415758,1,0.852961672,0.017421603,0.5345309999999969,0.509,2014,OR
237,0.0269794,0.7657499,1,0.834191988,0.096730102,0.39907299999999635,0.361,2014,PA
238,0.0386624,0.7921281,1,0.845751634,0.061437908,0.4489899999999966,0.417,2014,RI
239,0.0283965,0.7948049,1,0.68758756,0.26449986,0.40601599999999743,0.348,2014,SC
240,0.040248,0.7525272,1,0.888349515,0.017799353,0.4081209999999986,0.443,2014,SD
241,0.0389349,0.7431226,1,0.788992731,0.162409138,0.311421000000001,0.286,2014,TN
242,0.0286469,0.7280378,1,0.536274044,0.13049157,0.3087949999999996,0.283,2014,TX
243,0.0266537,0.6988709,1,0.875259875,0.008316008,0.3306850000000015,0.297,2014,UT
244,0.031307,0.7679332,1,0.960580913,0.008298755,0.38489600000000407,0.389,2014,VT
245,0.0392442,0.8356054,1,0.6953125,0.195822011,0.44449000000000144,0.366,2014,VA
246,0.0961545,0.8169056,1,0.762981575,0.033291457,0.42808199999999424,0.412,2014,WA
247,0.0348437,0.7566219,1,0.943055556,0.028472222,0.34417500000000356,0.312,2014,WV
248,0.0161529,0.8183228,1,0.871691871,0.053638941,0.4803819999999943,0.566,2014,WI
249,0.0193622,0.6744344,1,0.892271663,0.021077283,0.39281999999999795,0.39,2014,WY
250,0.0520435,0.8828068,1,0.684400111,0.270157938,0.4838670000000008,0.47,2018,AL
251,0.0223332,0.8660678,1,0.623742455,0.030181087,0.5474520000000016,0.548,2018,AK
252,0.052186,0.8171514,1,0.644313643,0.046668068,0.4458989999999953,0.474,2018,AZ
253,0.0303957,0.7895977,1,0.776645042,0.146895273,0.402563999999998,0.413,2018,AR
254,0.0338701,0.8101811,1,0.453947111,0.072282076,0.47514799999999685,0.493,2018,CA
255,0.0527421,0.8841722,1,0.771159097,0.042194093,0.5524510000000038,0.614,2018,CO
256,0.0317781,0.8331,1,0.743599842,0.101614809,0.5336380000000015,0.548,2018,CT
257,0.0222916,0.8376662,1,0.656381487,0.223001403,0.4911530000000008,0.512,2018,DE
258,0.0319729,0.8657085,1,0.620190071,0.153984183,0.5357320000000036,0.543,2018,FL
259,0.0429129,0.8381456,1,0.609218985,0.315278348,0.46762800000000376,0.541,2018,GA
260,0.05598,0.70885,1,0.21215242,0.021627188,0.388471999999998,0.395,2018,HI
261,0.0087345,0.7210763,1,0.851549755,0.006525285,0.4522369999999938,0.486,2018,ID
262,0.0237291,0.8636311,1,0.684028166,0.142394099,0.5386840000000014,0.515,2018,IL
263,0.0290111,0.8190028,1,0.818238731,0.097662771,0.4655899999999927,0.465,2018,IN
264,0.0300386,0.8776672,1,0.885663243,0.033943725,0.5525269999999993,0.579,2018,IA
265,0.0298225,0.8262428,1,0.820335637,0.061697927,0.5237550000000043,0.511,2018,KS
266,0.0256004,0.8092319,1,0.89904586,0.071714374,0.4762380000000051,0.487,2018,KY
267,0.0386513,0.8429124,1,0.608238124,0.32230908,0.46902300000000446,0.451,2018,LA
268,0.0096398,0.8712323,1,0.941287879,0.010416667,0.566694000000003,0.599,2018,ME
269,0.0274132,0.8868241,1,0.565522074,0.302032235,0.5197709999999951,0.542,2018,MD
270,0.0252902,0.8572566,1,0.784305753,0.083960155,0.5571280000000014,0.546,2018,MA
271,0.0236532,0.8922639,1,0.803903096,0.134993271,0.5593899999999993,0.577,2018,MI
272,0.0092386,0.8842356,1,0.866450325,0.048427359,0.5703429999999995,0.642,2018,MN
273,0.0160792,0.842239,1,0.603305785,0.365472911,0.48259200000000235,0.438,2018,MS
274,0.0339938,0.8674462,1,0.844872918,0.108895706,0.5392900000000037,0.533,2018,MO
275,0.0316327,0.8218935,1,0.911330049,0.004926108,0.562106000000001,0.613,2018,MT
276,0.0210425,0.8008748,1,0.831831832,0.044294294,0.4946059999999922,0.515,2018,NE
277,0.0163637,0.7745912,1,0.599419448,0.086115143,0.4446629999999938,0.465,2018,NV
278,0.0135349,0.8468997,1,0.932682927,0.003902439,0.5517900000000048,0.54,2018,NH
279,0.0268358,0.8601954,1,0.629328227,0.146322004,0.5427610000000015,0.535,2018,NJ
280,0.0193683,0.7488616,1,0.426936027,0.018181818,0.4179239999999977,0.468,2018,NM
281,0.0325221,0.8358262,1,0.636363636,0.168444899,0.5116790000000021,0.457,2018,NY
282,0.0196207,0.856142,1,0.694519076,0.221117679,0.4804040000000009,0.49,2018,NC
283,0.0256528,0.8266899367346936,1,0.892791128,0.011090573,0.5688519999999943,0.587,2018,ND
284,0.0317005,0.8066664,1,0.82662037,0.116898148,0.4555239999999963,0.509,2018,OH
285,0.0203463,0.7606827,1,0.714128843,0.067349927,0.4049999999999977,0.421,2018,OK
286,0.0623466,0.8851882,1,0.818674315,0.022625876,0.5560540000000036,0.612,2018,OR
287,0.0293026,0.8199865,1,0.805804749,0.108496042,0.490054999999995,0.517,2018,PA
288,0.026352,0.8513975,1,0.809462916,0.057544757,0.5553910000000013,0.475,2018,RI
289,0.0239194,0.8084871,1,0.686654285,0.264261077,0.43150999999999573,0.445,2018,SC
290,0.0476965,0.8008971,1,0.87755102,0.010989011,0.4289649999999973,0.531,2018,SD
291,0.0336428,0.7474205,1,0.767942584,0.159688995,0.32122100000000087,0.447,2018,TN
292,0.0269235,0.7758031,1,0.508599107,0.135517579,0.4262850000000013,0.456,2018,TX
293,0.0303814,0.7744952,1,0.846372688,0.013750593,0.4075199999999984,0.506,2018,UT
294,0.0155267,0.8497759,1,0.937625755,0.00804829,0.5581850000000045,0.557,2018,VT
