Year-State,Year,SateAbbreviation,StateName,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon
2000-VA,2000,VA,Virginia,0.55,0.54,0.509,2789808.0,2739447.0,5069265,5389008,0.055999999999999994,30168,33955,5148,52294
2000-WA,2000,WA,Washington,0.614,0.607,0.562,2517028.0,2487433.0,4098044,4419907,0.069,14915,154466,160,92308
2000-WV,2000,WV,West Virginia,0.0,0.466,0.461,0.0,648124.0,1390365,1405021,0.006,3856,6216,1112,8076
2000-WI,2000,WI,Wisconsin,0.0,0.6759999999999999,0.645,0.0,2598607.0,3842044,4016401,0.024,20612,53242,9923,57156
2000-WY,2000,WY,Wyoming,0.614,0.5920000000000001,0.5820000000000001,221685.0,213726.0,361078,366639,0.015,1680,4115,514,4252
1998-AL,1998,AL,Alabama,0.0,0.41200000000000003,0.4,0.0,1317842.0,3202052,3293917,0.013000000000000001,22676,40379,5221,48087
1998-AK,1998,AK,Alaska,0.556,0.546,0.52,227156.0,223300.0,408758,429317,0.032,4097,4274,478,6712
1998-AZ,1998,AZ,Arizona,0.321,0.315,0.28,1037550.0,1017616.0,3232815,3628841,0.094,25311,51329,3742,54718
1998-AR,1998,AR,Arkansas,0.0,0.375,0.36200000000000004,0.0,706011.0,1882181,1951741,0.019,10638,28698,6979,31966
1998-CA,1998,CA,California,0.447,0.435,0.35,8617649.0,8381871.0,19264556,23980067,0.185,161904,0,108424,270328
1998-CO,1998,CO,Colorado,0.0,0.461,0.43,0.0,1327235.0,2879973,3085075,0.06,14312,0,5204,19516
1998-CT,1998,CT,Connecticut,0.43700000000000006,0.42700000000000005,0.39299999999999996,1022453.0,999537.0,2340956,2544417,0.062,17605,55000,1396,46501
1998-DE,1998,DE,Delaware,0.0,0.33399999999999996,0.313,0.0,180527.0,540896,576849,0.034,5558,20030,572,16145
1998-FL,1998,FL,Florida,0.384,0.374,0.33,4070262.0,3965751.0,10590870,12001902,0.1,67224,283965,6487,215694
1998-GA,1998,GA,Georgia,0.34600000000000003,0.337,0.308,1842145.0,1792880.0,5326337,5828114,0.052000000000000005,39262,278669,20482,199079
1998-HI,1998,HI,Hawaii,0.496,0.49,0.44799999999999995,412520.0,407556.0,832172,910645,0.081,4924,0,0,4924
1998-ID,1998,ID,Idaho,0.45799999999999996,0.452,0.425,386720.0,381248.0,843914,896422,0.035,4083,31172,1309,20978
1998-IL,1998,IL,Illinois,0.42700000000000005,0.41,0.374,3541379.0,3394521.0,8285614,9070725,0.08199999999999999,43051,0,0,43051
1998-IN,1998,IN,Indiana,0.37200000000000005,0.365,0.35600000000000004,1618689.0,1588617.0,4348730,4457578,0.02,19197,0,0,19197
1998-IA,1998,IA,Iowa,0.461,0.45299999999999996,0.439,973032.0,956415.0,2112132,2176940,0.021,7394,18447,2194,18812
1998-KS,1998,KS,Kansas,0.397,0.38799999999999996,0.37200000000000005,743288.0,727236.0,1873438,1955236,0.035,8183,0,6025,14208
1998-KY,1998,KY,Kentucky,0.415,0.391,0.382,1215053.0,1145414.0,2930780,2999287,0.013000000000000001,14987,17594,4508,28292
1998-LA,1998,LA,Louisiana,0.32,0.313,0.301,990243.0,969165.0,3097660,3216121,0.016,32228,33028,18759,67501
1998-ME,1998,ME,Maine,0.0,0.516,0.508,0.0,486808.0,943577,957916,0.015,0,0,0,0
1998-MD,1998,MD,Maryland,0.436,0.43,0.396,1556994.0,1535978.0,3571087,3879108,0.06,22572,78051,15528,77126
1998-MA,1998,MA,Massachusetts,0.43700000000000006,0.43,0.397,1935277.0,1903336.0,4430939,4793966,0.076,0,0,0,0
1998-MI,1998,MI,Michigan,0.449,0.434,0.41700000000000004,3143432.0,3036886.0,7005306,7276123,0.031,45879,0,0,45879
1998-MN,1998,MN,Minnesota,0.623,0.619,0.588,2105343.0,2091766.0,3378089,3555108,0.033,5572,100818,2995,58976
1998-MS,1998,MS,Mississippi,0.0,0.276,0.27,0.0,550694.0,1995283,2038324,0.009000000000000001,16678,11530,1489,23932
1998-MO,1998,MO,Missouri,0.0,0.396,0.384,0.0,1576857.0,3978146,4106478,0.017,24974,49992,10366,60336
1998-MT,1998,MT,Montana,0.518,0.507,0.5,338733.0,331551.0,653998,662582,0.009000000000000001,2734,0,0,2734
1998-NE,1998,NE,Nebraska,0.486,0.455,0.43700000000000006,581775.0,545238.0,1197953,1247656,0.03,3676,16527,624,12564
1998-NV,1998,NV,Nevada,0.35700000000000004,0.353,0.311,440042.0,435790.0,1233386,1402851,0.107,9651,12561,4055,19987
1998-NH,1998,NH,New Hampshire,0.376,0.363,0.353,330555.0,318940.0,878508,903630,0.025,2169,0,0,2169
1998-NJ,1998,NJ,New Jersey,0.344,0.32899999999999996,0.29,1894496.0,1813094.0,5505229,6261197,0.10300000000000001,31121,129377,13218,109028
1998-NM,1998,NM,New Mexico,0.431,0.41600000000000004,0.38799999999999996,517355.0,498703.0,1199320,1286104,0.057999999999999996,4985,10397,1773,11957
1998-NY,1998,NY,New York,0.40700000000000003,0.386,0.335,4989877.0,4735236.0,12263356,14139223,0.124,70001,0,59548,129549
1998-NC,1998,NC,North Carolina,0.0,0.358,0.33799999999999997,0.0,2012143.0,5624292,5948653,0.039,31961,105227,5806,90381
1998-ND,1998,ND,North Dakota,0.457,0.449,0.44299999999999995,217584.0,213358.0,475629,481790,0.011000000000000001,915,0,0,915
1998-OH,1998,OH,Ohio,0.429,0.413,0.40399999999999997,3534782.0,3404351.0,8237516,8424249,0.016,48450,0,0,48450
1998-OK,1998,OK,Oklahoma,0.0,0.36200000000000004,0.34700000000000003,0.0,873585.0,2415036,2518285,0.026000000000000002,20892,29093,1532,36971
1998-OR,1998,OR,Oregon,0.49,0.47200000000000003,0.442,1160400.0,1117747.0,2370381,2526500,0.057999999999999996,8927,0,0,8927
1998-PA,1998,PA,Pennsylvania,0.0,0.33299999999999996,0.325,0.0,3025152.0,9075961,9314795,0.022000000000000002,36377,0,0,36377
1998-RI,1998,RI,Rhode Island,0.428,0.423,0.38799999999999996,309835.0,306445.0,723772,790726,0.066,3445,21049,432,14402
1998-SC,1998,SC,South Carolina,0.387,0.381,0.36700000000000005,1092430.0,1077135.0,2825173,2931120,0.019,21764,46482,4404,49409
1998-SD,1998,SD,South Dakota,0.498,0.49,0.483,266355.0,262111.0,534711,543074,0.011000000000000001,2422,0,0,2422
1998-TN,1998,TN,Tennessee,0.251,0.239,0.231,1026017.0,976236.0,4092745,4217608,0.019,17738,38924,7605,44805
1998-TX,1998,TX,Texas,0.0,0.299,0.258,0.0,3738078.0,12490423,14504988,0.106,144510,443688,109820,476174
1998-UT,1998,UT,Utah,0.36700000000000005,0.358,0.337,506553.0,494909.0,1381989,1467078,0.055,4453,0,0,4453
1998-VT,1998,VT,Vermont,0.504,0.49,0.48100000000000004,224382.0,218120.0,444772,453574,0.019,0,0,0,0
1998-VA,1998,VA,Virginia,0.0,0.23399999999999999,0.22,0.0,1148861.0,4900523,5222121,0.052000000000000005,30276,30576,6700,52264
1998-WA,1998,WA,Washington,0.493,0.484,0.44299999999999995,1939421.0,1902482.0,3930400,4294765,0.064,14161,152140,375,90606
1998-WV,1998,WV,West Virginia,0.292,0.253,0.25,405139.0,351277.0,1388176,1403549,0.005,3478,6511,975,7709
1998-WI,1998,WI,Wisconsin,0.0,0.46299999999999997,0.446,0.0,1760836.0,3801514,3945060,0.022000000000000002,18613,54232,9282,55011
1998-WY,1998,WY,Wyoming,0.51,0.499,0.48700000000000004,178401.0,174888.0,350136,359119,0.013999999999999999,1571,3825,448,3932
1996-AL,1996,AL,Alabama,0.0,0.488,0.475,0.0,1534349.0,3144249,3227688,0.012,21760,37865,4966,45659
1996-AK,1996,AK,Alaska,0.607,0.598,0.57,245212.0,241620.0,404180,423702,0.031,3716,3999,642,6358
1996-AZ,1996,AZ,Arizona,0.465,0.456,0.41100000000000003,1431342.0,1404405.0,3079908,3414380,0.084,22493,40607,3785,46582
1996-AR,1996,AR,Arkansas,0.0,0.479,0.465,0.0,884262.0,1844689,1903094,0.016,9407,25178,5459,27455
1996-CA,1996,CA,California,0.55,0.537,0.434,10263490.0,10019484.0,18644593,23076427,0.18100000000000002,146049,0,99578,245627
1996-CO,1996,CO,Colorado,0.0,0.545,0.514,0.0,1510704.0,2770252,2939929,0.052000000000000005,12483,0,3294,15777
1996-CT,1996,CT,Connecticut,0.604,0.596,0.551,1410746.0,1392614.0,2337160,2528212,0.057999999999999996,15007,55978,1083,44079
1996-DE,1996,DE,Delaware,0.525,0.512,0.484,277418.0,270810.0,528630,559598,0.03,5110,16528,591,13965
1996-FL,1996,FL,Florida,0.5329999999999999,0.519,0.461,5444245.0,5300927.0,10219294,11509122,0.095,63763,237117,9243,191565
1996-GA,1996,GA,Georgia,0.45799999999999996,0.444,0.414,2374650.0,2298899.0,5181708,5555577,0.044000000000000004,35139,143457,21146,128014
1996-HI,1996,HI,Hawaii,0.451,0.439,0.402,370230.0,360120.0,820055,895753,0.08,4011,0,0,4011
1996-ID,1996,ID,Idaho,0.616,0.593,0.5720000000000001,508030.0,489481.0,825329,856420,0.032,3832,0,0,3832
1996-IL,1996,IL,Illinois,0.5379999999999999,0.525,0.483,4418270.0,4311391.0,8215662,8927254,0.075,38852,0,0,38852
1996-IN,1996,IN,Indiana,0.51,0.496,0.486,2195224.0,2135431.0,4302745,4397367,0.018000000000000002,16960,0,0,16960
1996-IA,1996,IA,Iowa,0.597,0.588,0.573,1251983.0,1234075.0,2098332,2154320,0.018000000000000002,6342,15386,2200,16235
1996-KS,1996,KS,Kansas,0.578,0.573,0.5529999999999999,1073520.0,1063452.0,1856507,1922601,0.03,7756,0,0,7756
1996-KY,1996,KY,Kentucky,0.493,0.48200000000000004,0.473,1419592.0,1388707.0,2880808,2938362,0.012,12910,11689,4621,23376
1996-LA,1996,LA,Louisiana,0.584,0.578,0.564,1804640.0,1783959.0,3087693,3163302,0.015,26776,0,0,26776
1996-ME,1996,ME,Maine,0.0,0.652,0.642,0.0,605897.0,929970,944106,0.015,0,0,0,0
1996-MD,1996,MD,Maryland,0.508,0.504,0.467,1793991.0,1780870.0,3530148,3817454,0.055999999999999994,22050,70553,16246,73573
1996-MA,1996,MA,Massachusetts,0.593,0.584,0.542,2600278.0,2559180.0,4385268,4723380,0.07200000000000001,0,0,0,0
1996-MI,1996,MI,Michigan,0.563,0.5529999999999999,0.534,3912261.0,3848844.0,6954059,7201527,0.027999999999999997,42349,0,0,42349
1996-MN,1996,MN,Minnesota,0.6659999999999999,0.6609999999999999,0.631,2211161.0,2192640.0,3319509,3473117,0.028999999999999998,5158,90202,2377,52636
1996-MS,1996,MS,Mississippi,0.0,0.45899999999999996,0.45,0.0,893857.0,1949309,1986327,0.008,13859,10376,1326,20373
1996-MO,1996,MO,Missouri,0.0,0.551,0.535,0.0,2158065.0,3919885,4035666,0.015,22003,42386,13087,56283
1996-MT,1996,MT,Montana,0.647,0.631,0.623,417232.0,407083.0,645052,652991,0.009000000000000001,2293,0,0,2293
1996-NE,1996,NE,Nebraska,0.578,0.57,0.551,686749.0,677415.0,1188034,1230047,0.025,3287,14363,688,11157
1996-NV,1996,NV,Nevada,0.41200000000000003,0.409,0.365,467657.0,464279.0,1134065,1271617,0.095,8439,9760,3216,16535
1996-NH,1996,NH,New Hampshire,0.601,0.583,0.568,513700.0,499053.0,855287,878569,0.024,2062,0,0,2062
1996-NJ,1996,NJ,New Jersey,0.569,0.564,0.5,3105110.0,3075860.0,5456334,6152216,0.096,27490,125881,14545,104976
1996-NM,1996,NM,New Mexico,0.495,0.474,0.445,579763.0,556074.0,1172262,1249597,0.053,4724,8903,1426,10602
1996-NY,1996,NY,New York,0.529,0.519,0.45299999999999996,6439129.0,6316129.0,12175850,13942462,0.11800000000000001,69709,0,57137,126846
1996-NC,1996,NC,North Carolina,0.0,0.46299999999999997,0.44,0.0,2515807.0,5435970,5717844,0.033,30647,102483,12358,94247
1996-ND,1996,ND,North Dakota,0.5710000000000001,0.56,0.5529999999999999,271850.0,266411.0,475898,481497,0.01,722,0,0,722
1996-OH,1996,OH,Ohio,0.5670000000000001,0.5539999999999999,0.542,4638108.0,4534434.0,8185999,8366250,0.015,46174,0,6331,52505
1996-OK,1996,OK,Oklahoma,0.514,0.51,0.49,1218248.0,1206713.0,2368311,2461718,0.023,19593,28090,2159,35797
1996-OR,1996,OR,Oregon,0.606,0.597,0.563,1399180.0,1377760.0,2309051,2445442,0.052000000000000005,8661,0,0,8661
1996-PA,1996,PA,Pennsylvania,0.0,0.49700000000000005,0.485,0.0,4506118.0,9063470,9283893,0.02,34537,0,0,34537
1996-RI,1996,RI,Rhode Island,0.0,0.544,0.499,0.0,390247.0,717041,781307,0.064,3271,20446,573,14067
1996-SC,1996,SC,South Carolina,0.441,0.42200000000000004,0.408,1203486.0,1151422.0,2731064,2825088,0.017,20446,42417,5036,46691
1996-SD,1996,SD,South Dakota,0.622,0.611,0.603,329316.0,323826.0,529793,537038,0.01,2063,0,0,2063
1996-TN,1996,TN,Tennessee,0.0,0.475,0.46299999999999997,0.0,1894105.0,3984092,4094014,0.016,15626,37002,8934,43061
1996-TX,1996,TX,Texas,0.0,0.465,0.40399999999999997,0.0,5611644.0,12072149,13887542,0.098,132383,429329,112594,459642
1996-UT,1996,UT,Utah,0.521,0.502,0.47700000000000004,691016.0,665629.0,1326919,1394017,0.048,0,0,0,0
1996-VT,1996,VT,Vermont,0.6,0.593,0.5820000000000001,261469.0,258449.0,435687,443874,0.018000000000000002,0,0,0,0
1996-VA,1996,VA,Virginia,0.513,0.502,0.473,2468229.0,2416642.0,4811632,5106297,0.047,27655,29620,9918,52383
1996-WA,1996,WA,Washington,0.599,0.589,0.5429999999999999,2293895.0,2253867.0,3829308,4147127,0.057999999999999996,12527,125780,560,75977
1996-WV,1996,WV,West Virginia,0.47100000000000003,0.45899999999999996,0.455,653331.0,636459.0,1386621,1400343,0.005,2749,5669,869,6453
1996-WI,1996,WI,Wisconsin,0.0,0.584,0.565,0.0,2196169.0,3763240,3886906,0.02,12991,47292,8222,44859
1996-WY,1996,WY,Wyoming,0.625,0.613,0.599,215844.0,211571.0,345112,353354,0.013000000000000001,1499,3432,364,3579
1994-AL,1994,AL,Alabama,0.0,0.38799999999999996,0.379,0.0,1201969.0,3095745,3170782,0.01,19573,32284,7235,42950
1994-AK,1994,AK,Alaska,0.542,0.534,0.512,216668.0,213404.0,399435,417053,0.03,3292,2899,412,5154
1994-AZ,1994,AZ,Arizona,0.39899999999999997,0.391,0.35600000000000004,1153724.0,1129607.0,2892171,3169857,0.075,19746,34365,4351,41280
1994-AR,1994,AR,Arkansas,0.0,0.39799999999999996,0.38799999999999996,0.0,716840.0,1801161,1849361,0.013000000000000001,8643,19606,5224,23670
1994-CA,1994,CA,California,0.48200000000000004,0.469,0.381,8900593.0,8658881.0,18479124,22721586,0.177,125605,0,85082,210687
1994-CO,1994,CO,Colorado,0.44299999999999995,0.42100000000000004,0.401,1173130.0,1116307.0,2648684,2785952,0.045,10717,0,2463,13180
1994-CT,1994,CT,Connecticut,0.498,0.491,0.456,1163829.0,1147084.0,2335579,2515100,0.055,14380,53453,1146,42253
1994-DE,1994,DE,Delaware,0.39299999999999996,0.38799999999999996,0.368,201560.0,199029.0,512941,540474,0.026000000000000002,4466,15507,1029,13249
1994-FL,1994,FL,Florida,0.439,0.429,0.382,4305340.0,4206659.0,9810247,11016840,0.091,57168,247014,20573,201248
1994-GA,1994,GA,Georgia,0.0,0.31,0.292,0.0,1545328.0,4978431,5293282,0.037000000000000005,33425,140694,17505,121277
1994-HI,1994,HI,Hawaii,0.466,0.456,0.418,377011.0,369013.0,808904,882189,0.079,3333,0,0,3333
1994-ID,1994,ID,Idaho,0.535,0.527,0.51,419330.0,413346.0,784076,809957,0.027999999999999997,2811,0,0,2811
1994-IL,1994,IL,Illinois,0.39399999999999996,0.38,0.35200000000000004,3219122.0,3106566.0,8175312,8819582,0.069,36531,0,0,36531
1994-IN,1994,IN,Indiana,0.38,0.364,0.358,1609481.0,1543568.0,4235008,4315664,0.015,15014,0,0,15014
1994-IA,1994,IA,Iowa,0.49200000000000005,0.48,0.469,1022372.0,997248.0,2077709,2128370,0.016,5437,15902,3696,17084
1994-KS,1994,KS,Kansas,0.455,0.447,0.434,836251.0,820846.0,1837694,1893521,0.026000000000000002,6371,0,0,6371
1994-KY,1994,KY,Kentucky,0.292,0.27699999999999997,0.272,827541.0,784299.0,2829881,2879413,0.01,11066,11417,4380,21155
1994-LA,1994,LA,Louisiana,0.294,0.272,0.266,893758.0,826837.0,3038660,3109456,0.015,24063,0,0,24063
1994-ME,1994,ME,Maine,0.0,0.557,0.5489999999999999,0.0,511733.0,918204,932164,0.015,0,0,0,0
1994-MD,1994,MD,Maryland,0.413,0.405,0.376,1437450.0,1410299.0,3480270,3751305,0.052000000000000005,20998,76940,14795,74263
1994-MA,1994,MA,Massachusetts,0.513,0.501,0.467,2232186.0,2179945.0,4353287,4668100,0.067,0,0,0,0
1994-MI,1994,MI,Michigan,0.46299999999999997,0.451,0.436,3177740.0,3089077.0,6856388,7081498,0.026000000000000002,40631,0,0,40631
1994-MN,1994,MN,Minnesota,0.552,0.545,0.524,1794618.0,1772929.0,3253779,3385687,0.025,4575,81972,1904,47465
1994-MS,1994,MS,Mississippi,0.326,0.319,0.314,621096.0,608085.0,1903794,1935054,0.006999999999999999,10930,9042,1519,16970
1994-MO,1994,MO,Missouri,0.0,0.46,0.44799999999999995,0.0,1775116.0,3858946,3958762,0.013000000000000001,17898,36295,12592,48638
1994-MT,1994,MT,Montana,0.578,0.563,0.557,359455.0,350387.0,622246,629335,0.008,1764,0,0,1764
1994-NE,1994,NE,Nebraska,0.51,0.498,0.48200000000000004,593654.0,579561.0,1164502,1201826,0.02,2711,18639,771,12802
1994-NV,1994,NV,Nevada,0.374,0.369,0.33299999999999996,386582.0,380530.0,1032456,1143487,0.084,6993,9410,3529,15227
1994-NH,1994,NH,New Hampshire,0.385,0.376,0.366,319443.0,311882.0,829590,851104,0.023,2021,0,0,2021
1994-NJ,1994,NJ,New Jersey,0.395,0.381,0.33899999999999997,2131328.0,2054887.0,5392423,6059401,0.08900000000000001,24632,125299,41802,129084
1994-NM,1994,NM,New Mexico,0.431,0.414,0.391,485709.0,467621.0,1128243,1195183,0.049,3712,8063,1078,8822
1994-NY,1994,NY,New York,0.43700000000000006,0.42700000000000005,0.375,5325323.0,5203762.0,12192316,13861352,0.11199999999999999,66750,0,53832,120582
1994-NC,1994,NC,North Carolina,0.0,0.303,0.29,0.0,1588190.0,5244552,5477604,0.026000000000000002,23648,90418,20159,89016
1994-ND,1994,ND,North Dakota,0.513,0.504,0.499,240430.0,236547.0,468989,473993,0.009000000000000001,563,0,0,563
1994-OH,1994,OH,Ohio,0.435,0.423,0.414,3540954.0,3436884.0,8132122,8292312,0.013999999999999999,43074,0,0,43074
1994-OK,1994,OK,Oklahoma,0.431,0.42700000000000005,0.413,1002363.0,995012.0,2327519,2410272,0.02,16631,28285,2604,33378
1994-OR,1994,OR,Oregon,0.563,0.5479999999999999,0.521,1254265.0,1221010.0,2229242,2344505,0.046,6936,0,0,6936
1994-PA,1994,PA,Pennsylvania,0.0,0.396,0.38799999999999996,0.0,3585526.0,9043585,9241090,0.018000000000000002,28302,0,0,28302
1994-RI,1994,RI,Rhode Island,0.0,0.505,0.465,0.0,361377.0,716002,776723,0.062,2919,18179,525,12534
1994-SC,1994,SC,South Carolina,0.35700000000000004,0.35100000000000003,0.34,951901.0,934886.0,2663830,2747987,0.013999999999999999,18999,40005,6077,45079
1994-SD,1994,SD,South Dakota,0.613,0.601,0.594,318090.0,311613.0,518815,524910,0.008,1708,0,0,1708
1994-TN,1994,TN,Tennessee,0.0,0.386,0.377,0.0,1487130.0,3850228,3945407,0.013999999999999999,14401,34896,9353,41202
1994-TX,1994,TX,Texas,0.0,0.375,0.33,0.0,4396242.0,11719888,13334014,0.08900000000000001,118195,396276,108563,424896
1994-UT,1994,UT,Utah,0.42700000000000005,0.415,0.39799999999999996,532737.0,517790.0,1248726,1302522,0.040999999999999995,0,0,0,0
1994-VT,1994,VT,Vermont,0.508,0.495,0.48700000000000004,216715.0,211449.0,426953,434549,0.017,0,0,0,0
1994-VA,1994,VA,Virginia,0.0,0.436,0.413,0.0,2057463.0,4718968,4983515,0.043,26968,24089,9649,48662
1994-WA,1994,WA,Washington,0.467,0.45799999999999996,0.426,1733471.0,1700173.0,3715174,3994036,0.053,10833,110279,1650,67623
1994-WV,1994,WV,West Virginia,0.319,0.305,0.302,439551.0,420936.0,1379339,1392499,0.005,1930,5992,1380,6306
1994-WI,1994,WI,Wisconsin,0.0,0.424,0.41200000000000003,0.0,1565628.0,3692668,3801543,0.018000000000000002,10022,45901,7065,40038
1994-WY,1994,WY,Wyoming,0.605,0.598,0.586,204025.0,201710.0,337032,344492,0.012,1217,3367,313,3214
1992-AL,1992,AL,Alabama,0.0,0.557,0.545,0.0,1688060.0,3030549,3096959,0.009000000000000001,17453,31188,6934,39981
1992-AK,1992,AK,Alaska,0.6709999999999999,0.6629999999999999,0.636,261427.0,258506.0,389898,406653,0.028999999999999998,2865,3014,710,5082
1992-AZ,1992,AZ,Arizona,0.5670000000000001,0.557,0.513,1516276.0,1486975.0,2671933,2897181,0.065,16477,34647,3588,37389
1992-AR,1992,AR,Arkansas,0.0,0.5429999999999999,0.531,0.0,950653.0,1751083,1789420,0.01,8285,16448,3460,19969
1992-CA,1992,CA,California,0.616,0.603,0.493,11374565.0,11131721.0,18460157,22573381,0.17300000000000001,109496,0,87725,197221
1992-CO,1992,CO,Colorado,0.64,0.629,0.603,1597166.0,1569180.0,2494998,2602217,0.037000000000000005,8997,0,2634,11631
1992-CT,1992,CT,Connecticut,0.698,0.6859999999999999,0.6409999999999999,1645609.0,1616332.0,2356937,2521774,0.051,11403,48567,483,36170
1992-DE,1992,DE,Delaware,0.583,0.58,0.5529999999999999,290836.0,289735.0,499266,523661,0.022000000000000002,4062,14887,1120,12626
1992-FL,1992,FL,Florida,0.5720000000000001,0.5589999999999999,0.502,5438612.0,5314392.0,9506230,10591116,0.087,48302,200471,14021,162559
1992-GA,1992,GA,Georgia,0.0,0.485,0.45899999999999996,0.0,2311253.0,4766958,5037354,0.028999999999999998,25290,153154,23020,124887
1992-HI,1992,HI,Hawaii,0.48200000000000004,0.469,0.43,382882.0,372842.0,795148,866114,0.079,2926,0,0,2926
1992-ID,1992,ID,Idaho,0.669,0.6559999999999999,0.638,491725.0,482142.0,734855,756119,0.025,2256,0,0,2256
1992-IL,1992,IL,Illinois,0.636,0.622,0.581,5164357.0,5050157.0,8113900,8688184,0.062,31640,0,0,31640
1992-IN,1992,IN,Indiana,0.564,0.5539999999999999,0.545,2347912.0,2305871.0,4162678,4230602,0.013000000000000001,13945,0,0,13945
1992-IA,1992,IA,Iowa,0.6609999999999999,0.6579999999999999,0.645,1360856.0,1354607.0,2057690,2098809,0.013000000000000001,4518,14084,2065,13625
1992-KS,1992,KS,Kansas,0.6409999999999999,0.639,0.623,1161044.0,1157335.0,1810750,1857444,0.022000000000000002,6028,0,0,6028
1992-KY,1992,KY,Kentucky,0.0,0.5379999999999999,0.53,0.0,1492900.0,2772600,2814763,0.008,10364,10750,3684,19423
1992-LA,1992,LA,Louisiana,0.6,0.597,0.584,1799596.0,1790017.0,2997301,3063068,0.015,20980,0,0,20980
1992-ME,1992,ME,Maine,0.0,0.743,0.731,0.0,679499.0,915082,928998,0.015,0,0,0,0
1992-MD,1992,MD,Maryland,0.581,0.5770000000000001,0.537,1999486.0,1985046.0,3440015,3695298,0.049,19977,82948,13058,74509
1992-MA,1992,MA,Massachusetts,0.649,0.638,0.598,2822962.0,2773700.0,4346897,4640629,0.063,0,0,0,0
1992-MI,1992,MI,Michigan,0.64,0.63,0.611,4341909.0,4274673.0,6786593,6990822,0.024,39113,0,0,39113
1992-MN,1992,MN,Minnesota,0.7390000000000001,0.737,0.7120000000000001,2355796.0,2347948.0,3187255,3298080,0.021,3822,72938,1901,42192
1992-MS,1992,MS,Mississippi,0.5429999999999999,0.529,0.522,1008019.0,981793.0,1854797,1882100,0.006,8905,8031,2357,15278
1992-MO,1992,MO,Missouri,0.0,0.631,0.616,0.0,2391565.0,3792675,3880005,0.011000000000000001,16195,32692,11671,44212
1992-MT,1992,MT,Montana,0.7040000000000001,0.6920000000000001,0.685,417564.0,410611.0,593345,599859,0.008,1548,0,0,1548
1992-NE,1992,NE,Nebraska,0.648,0.642,0.626,744548.0,737546.0,1149525,1178965,0.016,2514,15386,697,10904
1992-NV,1992,NV,Nevada,0.546,0.539,0.493,513387.0,506318.0,940066,1028056,0.07200000000000001,6049,8533,3246,13562
1992-NH,1992,NH,New Hampshire,0.67,0.6609999999999999,0.645,545197.0,537943.0,814160,833997,0.022000000000000002,1777,0,0,1777
1992-NJ,1992,NJ,New Jersey,0.62,0.619,0.557,3348312.0,3343594.0,5398559,6000364,0.081,22653,108093,36120,112820
1992-NM,1992,NM,New Mexico,0.55,0.531,0.504,590901.0,569986.0,1073421,1131081,0.044000000000000004,3271,6921,1331,8063
1992-NY,1992,NY,New York,0.578,0.5660000000000001,0.502,7068630.0,6926925.0,12227775,13799670,0.106,61736,0,50004,111740
1992-NC,1992,NC,North Carolina,0.0,0.514,0.49700000000000005,0.0,2611850.0,5077494,5259564,0.02,20454,86371,14415,78055
1992-ND,1992,ND,North Dakota,0.6809999999999999,0.6659999999999999,0.66,315199.0,308133.0,462631,467130,0.009000000000000001,477,0,0,477
1992-OH,1992,OH,Ohio,0.625,0.613,0.602,5043094.0,4939967.0,8063595,8208502,0.013000000000000001,38378,0,0,38378
1992-OK,1992,OK,Oklahoma,0.635,0.606,0.588,1455635.0,1390359.0,2293931,2366029,0.018000000000000002,14821,25902,2758,30530
1992-OR,1992,OR,Oregon,0.6990000000000001,0.682,0.653,1498959.0,1462643.0,2144867,2241507,0.04,6583,0,0,6583
1992-PA,1992,PA,Pennsylvania,0.0,0.5489999999999999,0.539,0.0,4949810.0,9010940,9188416,0.017,24974,0,0,24974
1992-RI,1992,RI,Rhode Island,0.0,0.628,0.5820000000000001,0.0,453471.0,721593,779266,0.06,2775,15585,483,11051
1992-SC,1992,SC,South Carolina,0.473,0.461,0.44799999999999995,1234712.0,1202527.0,2610725,2683852,0.012,18643,35587,5325,41762
1992-SD,1992,SD,South Dakota,0.0,0.667,0.6609999999999999,0.0,336254.0,503759,508841,0.006999999999999999,1487,0,0,1487
1992-TN,1992,TN,Tennessee,0.0,0.532,0.52,0.0,1982638.0,3726024,3811036,0.011000000000000001,11849,38614,11819,42975
1992-TX,1992,TX,Texas,0.0,0.542,0.483,0.0,6154018.0,11356487,12747860,0.081,60467,360702,121141,361959
1992-UT,1992,UT,Utah,0.675,0.64,0.618,784988.0,743999.0,1162363,1203861,0.034,0,0,0,0
1992-VT,1992,VT,Vermont,0.6970000000000001,0.69,0.679,292797.0,289701.0,419810,426860,0.017,0,0,0,0
1992-VA,1992,VA,Virginia,0.0,0.5539999999999999,0.527,0.0,2558665.0,4622125,4856799,0.039,21199,23510,11372,44326
1992-WA,1992,WA,Washington,0.65,0.64,0.598,2324907.0,2288230.0,3575852,3827227,0.047,9959,103837,7850,69728
1992-WV,1992,WV,West Virginia,0.0,0.501,0.496,0.0,683762.0,1365368,1377282,0.005,1674,5688,988,5506
1992-WI,1992,WI,Wisconsin,0.0,0.6990000000000001,0.682,0.0,2531114.0,3619273,3712414,0.016,8191,40424,5560,33963
