YearState,ElectionYear,StateAbbreviation,StateName,VoterTurnout,VEPTotalBallotsCounted,VAPHighestOffice,TotalBallotsCounted,HighestOffice,VEP_VotingEligiblePopulation,VAP_VotingAgePopulation,PercentNonCitizen,Prison,Probation,Parole,TotalIneligibleFelon
2008-DE,2008,DE,Delaware,0.656,0.658,0.606,413562,412398,628200,680493,0.053,7075,17216,551,15959
2008-FL,2008,FL,Florida,0.661,0.666,0.576,8453743,8390744,12687407,14558436,0.112,102388,279760,4528,244532
2008-GA,2008,GA,Georgia,0.625,0.627,0.556,3940705,3924440,6281872,7063638,0.073,52719,397081,23448,262984
2008-HI,2008,HI,Hawaii,0.488,0.49,0.438,456064,453568,930067,1036088,0.097,5955,0,0,5955
2008-IA,2008,IA,Iowa,0.694,0.697,0.669,1543662,1537123,2216094,2298515,0.026,8766,22958,3159,21825
2008-ID,2008,ID,Idaho,0.636,0.648,0.586,667506,655032,1029416,1117842,0.049,7290,49513,3361,33727
2008-IL,2008,IL,Illinois,0.636,0.643,0.574,5578195,5523051,8681138,9615700,0.092,45474,0,0,45474
2008-IN,2008,IN,Indiana,0.591,0.603,0.57,2805986,2751054,4653019,4826231,0.03,28322,0,0,28322
2008-KS,2008,KS,Kansas,0.62,0.635,0.588,1264208,1235872,1991759,2100084,0.042,8539,16263,4958,19150
2008-KY,2008,KY,Kentucky,0.579,0.59,0.557,1858578,1826508,3152629,3277617,0.022,21706,51035,12277,53362
2008-LA,2008,LA,Louisiana,0.612,0.618,0.587,1979852,1960761,3205794,3342279,0.02,38381,40025,24636,70712
2008-MA,2008,MA,Massachusetts,0.668,0.673,0.609,3102995,3080985,4612550,5058035,0.086,11408,0,0,11408
2008-MD,2008,MD,Maryland,0.67,0.678,0.606,2661905,2631596,3925117,4342850,0.078,23324,96360,13220,78114
2008-ME,2008,ME,Maine,0.706,0.718,0.696,744456,731163,1036242,1049816,0.013,0,0,0,0
2008-MI,2008,MI,Michigan,0.692,0.697,0.664,5039080,5001766,7229512,7528460,0.033,48738,0,0,48738
2008-MN,2008,MN,Minnesota,0.778,0.781,0.732,2921147,2910369,3740142,3975974,0.04,9910,127627,5081,76264
2008-MO,2008,MO,Missouri,0.676,0.682,0.649,2950504,2925205,4327572,4507688,0.025,30186,57360,20683,69208
2008-MS,2008,MS,Mississippi,0.61,0,0.589,0,1289856,2113347,2190402,0.019,22754,22267,2922,35349
2008-MT,2008,MT,Montana,0.663,0.671,0.651,497599,491960,741853,755384,0.013,3545,0,0,3545
2008-NC,2008,NC,North Carolina,0.655,0.661,0.607,4354571,4310789,6584302,7096503,0.059,39482,109678,3409,96026
2008-ND,2008,ND,North Dakota,0.627,0.636,0.617,321133,316621,504762,512768,0.013,1452,0,0,1452
2008-NE,2008,NE,Nebraska,0.629,0.637,0.594,811923,801281,1274719,1348048,0.043,4520,19606,846,14746
2008-NH,2008,NH,New Hampshire,0.717,0.725,0.696,719643,710970,992226,1021787,0.026,2702,0,0,2702
2008-NJ,2008,NJ,New Jersey,0.67,0.677,0.582,3910220,3868237,5776527,6651284,0.117,25953,128737,15849,98246
2008-NM,2008,NM,New Mexico,0.609,0.612,0.551,833365,830158,1362629,1505830,0.083,6402,20883,3724,18706
2008-NV,2008,NV,Nevada,0.57,0.572,0.484,970019,967848,1696831,2000277,0.141,12743,13337,3908,21366
2008-NY,2008,NY,New York,0.59,0.596,0.514,7721718,7640640,12948969,14876971,0.124,60347,0,52225,86460
2008-OH,2008,OH,Ohio,0.669,0.678,0.651,5773777,5698260,8513079,8757453,0.022,51686,0,0,51686
2008-OK,2008,OK,Oklahoma,0.558,0.563,0.528,1474694,1462661,2619121,2770219,0.04,25864,27940,3073,41371
2008-OR,2008,OR,Oregon,0.677,0.683,0.627,1845251,1827864,2700327,2916246,0.069,14167,0,0,14167
2008-PA,2008,PA,Pennsylvania,0.636,0.642,0.613,6071357,6012692,9457942,9813664,0.031,49215,0,0,49215
2008-RI,2008,RI,Rhode Island,0.618,0.623,0.571,475428,471766,763608,825786,0.07,4045,0,0,4045
2008-SC,2008,SC,South Carolina,0.58,0.582,0.553,1927153,1920969,3311044,3473488,0.034,24326,41254,1947,45927
2008-SD,2008,SD,South Dakota,0.647,0.656,0.634,387449,381975,590720,602539,0.012,3342,0,2720,4702
2008-TN,2008,TN,Tennessee,0.57,0.574,0.545,2618238,2599749,4563192,4771926,0.031,27228,58109,10578,61572
2008-TX,2008,TX,Texas,0.541,0,0.455,0,8077795,14929810,17756112,0.135,172506,427080,102921,437507
2008-UT,2008,UT,Utah,0.56,0.571,0.518,971185,952370,1700286,1840087,0.072,6552,0,0,6552
2008-VA,2008,VA,Virginia,0.67,0.676,0.618,3753059,3723260,5555415,6022123,0.066,38276,53614,4471,67319
2008-VT,2008,VT,Vermont,0.673,0.677,0.66,326822,325046,482677,492610,0.02,0,0,0,0
2008-WA,2008,WA,Washington,0.666,0.673,0.603,3071587,3036878,4561163,5032960,0.078,17926,113134,11768,80377
2008-WI,2008,WI,Wisconsin,0.724,0.727,0.693,2997086,2983417,4120694,4306876,0.03,23379,50418,18105,57641
2008-WV,2008,WV,West Virginia,0.499,0.512,0.491,731691,713362,1430439,1453045,0.008,6059,8283,2005,11203
2008-WY,2008,WY,Wyoming,0.628,0.631,0.609,256035,254658,405732,418040,0.017,2084,5438,727,5167
2010-AK,2010,AK,Alaska,0.519,0.529,0.485,261128,256192,493764,528744,0.04,5576,6959,2089,13601
2010-AL,2010,AL,Alabama,0.43,0.433,0.408,1503232,1494273,3472582,3661784,0.028,31587,50622,9006,86889
2010-AR,2010,AR,Arkansas,0.375,0.379,0.353,789773,781333,2081156,2216171,0.037,16047,26995,21106,53752
2010-AZ,2010,AZ,Arizona,0.41,0.416,0.359,1750840,1727791,4209544,4807398,0.103,35368,52316,7993,96443
2010-CA,2010,CA,California,0.44,0.459,0.358,10529134,10095485,22946053,28167234,0.177,146412,0,105133,217629
2010-CO,2010,CO,Colorado,0.506,0.517,0.465,1828323,1787730,3533054,3843619,0.073,21559,0,11014,28322
2010-CT,2010,CT,Connecticut,0.459,0.459,0.417,1153872,1153115,2512981,2765843,0.084,18553,0,2894,20768
2010-DE,2010,DE,Delaware,0.475,0.49,0.441,316754,307402,646969,696940,0.055,6307,4448,560,11326
2010-FL,2010,FL,Florida,0.417,0.422,0.363,5473787,5411106,12961184,14916066,0.112,97944,165760,4093,272113
2010-GA,2010,GA,Georgia,0.398,0.406,0.355,2623035,2576161,6464845,7255919,0.074,54710,185286,25091,254264
2010-HI,2010,HI,Hawaii,0.399,0.403,0.36,386302,382563,959531,1062593,0.091,5813,0,0,5912
2010-IA,2010,IA,Iowa,0.499,0.507,0.479,1133429,1116063,2234516,2328262,0.032,9276,8862,3197,19916
2010-ID,2010,ID,Idaho,0.423,0.429,0.394,459079,452535,1069446,1147210,0.047,7268,13721,3957,23131
2010-IL,2010,IL,Illinois,0.424,0.431,0.383,3792770,3729989,8798829,9735944,0.091,46314,0,0,48418
2010-IN,2010,IN,Indiana,0.371,0.381,0.356,1791832,1744481,4697111,4896656,0.035,27481,0,0,28028
2010-KS,2010,KS,Kansas,0.417,0.426,0.392,857658,838790,2011497,2137815,0.052,8741,3704,5063,15287
2010-KY,2010,KY,Kentucky,0.424,0.443,0.407,1417995,1356468,3198093,3332204,0.024,20385,25688,14628,53546
2010-LA,2010,LA,Louisiana,0.389,0.4,0.368,1298649,1264994,3249524,3438247,0.027,39335,42599,26202,95145
2010-MA,2010,MA,Massachusetts,0.489,0.494,0.446,2319963,2297039,4693670,5152976,0.087,10429,0,0,11312
2010-MD,2010,MD,Maryland,0.464,0.467,0.418,1868179,1857880,4001034,4449617,0.088,21992,26164,13195,55407
2010-ME,2010,ME,Maine,0.552,0.559,0.543,580584,572766,1038201,1055605,0.016,0,0,0,0
2010-MI,2010,MI,Michigan,0.445,0.451,0.427,3268217,3226088,7245281,7555742,0.035,43499,0,0,44113
2010-MN,2010,MN,Minnesota,0.554,0.558,0.521,2123369,2107021,3802677,4041199,0.045,9281,42661,5807,55361
2010-MO,2010,MO,Missouri,0.445,0.457,0.424,1997271,1943899,4366435,4581260,0.026,30178,54916,19421,95250
2010-MS,2010,MS,Mississippi,0.37,0,0.355,0,788549,2129334,2220094,0.018,21067,26793,6434,51077
2010-MT,2010,MT,Montana,0.475,0.484,0.468,367096,360341,758653,770601,0.011,3706,0,0,3716
2010-NC,2010,NC,North Carolina,0.392,0.398,0.364,2700706,2660079,6785463,7310093,0.061,38341,36740,3621,78667
2010-ND,2010,ND,North Dakota,0.462,0.466,0.453,241039,238812,516974,527497,0.017,1480,0,0,1487
2010-NE,2010,NE,Nebraska,0.375,0.387,0.355,503514,487988,1301483,1375023,0.047,4324,4080,941,9138
2010-NH,2010,NH,New Hampshire,0.457,0.461,0.442,461423,456588,999918,1033023,0.029,2694,0,0,2761
2010-NJ,2010,NJ,New Jersey,0.364,0.377,0.314,2200974,2121584,5834037,6750869,0.122,25007,57517,15563,90306
2010-NM,2010,NM,New Mexico,0.428,0.447,0.388,630013,602827,1408872,1552212,0.077,6541,14855,3146,23087
2010-NV,2010,NV,Nevada,0.413,0.414,0.353,723515,721404,1747288,2046400,0.135,12653,8067,4964,23202
2010-NY,2010,NY,New York,0.355,0.363,0.308,4763899,4658586,13135048,15111583,0.125,50668,0,48542,80927
2010-OH,2010,OH,Ohio,0.449,0.462,0.436,3956028,3852453,8571952,8826908,0.023,51116,0,0,51712
2010-OK,2010,OK,Oklahoma,0.388,0.391,0.364,1043507,1034767,2666767,2839030,0.044,25893,20601,2627,48167
2010-OR,2010,OR,Oregon,0.527,0.539,0.487,1487210,1453548,2760607,2984806,0.07,12262,0,0,14014
2010-PA,2010,PA,Pennsylvania,0.417,0.424,0.401,4055336,3987551,9565822,9946290,0.033,50116,0,0,51264
2010-RI,2010,RI,Rhode Island,0.448,0.454,0.412,346357,342290,763534,829913,0.076,3357,0,0,3357
2010-SC,2010,SC,South Carolina,0.397,0.403,0.376,1365480,1344198,3388417,3571250,0.038,23074,21144,6412,47928
2010-SD,2010,SD,South Dakota,0.529,0.539,0.515,323410,317083,599507,616113,0.019,3373,0,2843,4856
2010-TN,2010,TN,Tennessee,0.346,0.351,0.328,1620619,1601549,4622919,4878724,0.035,27213,52178,12157,85708
2010-TX,2010,TX,Texas,0.321,0.327,0.269,5066957,4979870,15514007,18487369,0.135,164507,247136,104763,473167
2010-UT,2010,UT,Utah,0.363,0.368,0.336,653274,643307,1772934,1914974,0.07,6536,0,0,6807
2010-VA,2010,VA,Virginia,0.387,0.391,0.354,2214505,2189841,5660589,6194717,0.071,36020,56654,2624,95376
2010-VT,2010,VT,Vermont,0.494,0.498,0.485,243617,241605,488942,498254,0.019,0,0,0,0
2010-WA,2010,WA,Washington,0.532,0.543,0.484,2565589,2511094,4724350,5190736,0.083,17331,15452,6956,37165
2010-WI,2010,WI,Wisconsin,0.52,0.524,0.497,2185021,2171331,4172130,4365214,0.032,22724,22602,19572,55112
2010-WV,2010,WV,West Virginia,0.368,0.372,0.361,536493,529948,1442003,1468812,0.009,6673,6650,1796,14229
2010-WY,2010,WY,Wyoming,0.455,0.46,0.438,190822,188463,414536,430673,0.024,2059,3231,682,5684
2012-AK,2012,AK,Alaska,0.587,0.589,0.553,301694,300495,511792,543763,0.038,5633,7173,1882,11317
2012-AL,2012,AL,Alabama,0.586,0,0.56,0,2074338,3539217,3707440,0.026,32232,57993,8616,71584
2012-AR,2012,AR,Arkansas,0.507,0.511,0.477,1078548,1069468,2109847,2242740,0.035,14471,30122,23372,53808
2012-AZ,2012,AZ,Arizona,0.526,0.53,0.465,2323579,2306559,4387900,4959270,0.099,35188,72452,7460,81048
2012-CA,2012,CA,California,0.551,0.557,0.451,13202158,13038547,23681837,28913129,0.174,119455,0,89287,208742
2012-CO,2012,CO,Colorado,0.699,0.706,0.645,2596173,2569522,3675871,3981208,0.069,18807,0,11458,30265
2012-CT,2012,CT,Connecticut,0.613,0.614,0.556,1560640,1558960,2543202,2801375,0.085,16935,0,2793,19728
2012-DE,2012,DE,Delaware,0.623,0,0.578,0,413921,663967,715708,0.051,6610,15641,601,15501
2012-FL,2012,FL,Florida,0.628,0.633,0.551,8538264,8474179,13495057,15380947,0.108,91954,240869,4538,224153
2012-GA,2012,GA,Georgia,0.59,0.593,0.523,3919355,3900050,6606607,7452696,0.072,52737,442061,24761,311790
2012-HI,2012,HI,Hawaii,0.442,0.445,0.399,437159,434697,982902,1088335,0.092,5544,0,0,5544
2012-IA,2012,IA,Iowa,0.703,0.706,0.671,1589951,1582180,2251748,2356209,0.032,8470,29333,5151,29167
2012-ID,2012,ID,Idaho,0.598,0.61,0.556,666290,652274,1091410,1173727,0.046,7985,31606,3848,28584
2012-IL,2012,IL,Illinois,0.589,0.593,0.533,5279752,5242014,8899143,9827043,0.089,49348,0,0,49348
2012-IN,2012,IN,Indiana,0.552,0.56,0.529,2663368,2624534,4755291,4960376,0.036,28266,0,0,28266
2012-KS,2012,KS,Kansas,0.569,0.582,0.535,1182771,1156254,2030686,2162442,0.05,9346,17021,5126,23493
2012-KY,2012,KY,Kentucky,0.557,0.562,0.534,1815843,1797212,3229185,3368684,0.022,21863,54511,14419,65173
2012-LA,2012,LA,Louisiana,0.602,0.608,0.57,2014548,1994065,3311626,3495847,0.027,40047,41298,28946,90881
2012-MA,2012,MA,Massachusetts,0.659,0.662,0.602,3184196,3167767,4809675,5263550,0.084,10283,0,0,10283
2012-MD,2012,MD,Maryland,0.666,0.673,0.595,2734062,2707327,4063582,4553853,0.089,20871,96640,13195,85285
2012-ME,2012,ME,Maine,0.682,0.693,0.67,724758,713180,1046008,1064779,0.018,0,0,0,0
2012-MI,2012,MI,Michigan,0.647,0.654,0.62,4780701,4730961,7312725,7625576,0.035,43019,0,0,43019
2012-MN,2012,MN,Minnesota,0.76,0.764,0.714,2950780,2936561,3861598,4114820,0.044,9383,108157,6006,72712
2012-MO,2012,MO,Missouri,0.622,0,0.596,0,2757323,4432957,4628500,0.025,30714,55470,20672,80785
2012-MS,2012,MS,Mississippi,0.593,0,0.572,0,1285584,2166825,2246931,0.015,22305,30768,6804,45416
2012-MT,2012,MT,Montana,0.625,0.635,0.616,491966,484048,774476,785454,0.009,3592,0,0,3592
2012-NC,2012,NC,North Carolina,0.648,0.654,0.601,4542488,4505372,6947954,7496980,0.061,35567,96070,4359,90843
2012-ND,2012,ND,North Dakota,0.598,0.604,0.587,325564,322627,539164,549955,0.017,1500,0,0,1500
2012-NE,2012,NE,Nebraska,0.603,0.611,0.569,804245,794379,1316915,1396507,0.047,4466,14260,1383,13407
2012-NH,2012,NH,New Hampshire,0.702,0.709,0.678,718700,710972,1013420,1047978,0.03,2672,0,0,2672
2012-NJ,2012,NJ,New Jersey,0.615,0.622,0.532,3683638,3640292,5918182,6847503,0.121,21759,114886,14987,97636
2012-NM,2012,NM,New Mexico,0.546,0.548,0.498,786522,783757,1436363,1573400,0.073,6553,21381,5078,22963
2012-NV,2012,NV,Nevada,0.564,0.565,0.482,1016664,1014918,1800969,2105976,0.133,12883,11321,5379,24262
2012-NY,2012,NY,New York,0.531,0.535,0.461,7128852,7074723,13324107,15344671,0.125,49889,0,46222,96111
2012-OH,2012,OH,Ohio,0.645,0.651,0.627,5632423,5580822,8649495,8896930,0.022,50313,0,0,50313
2012-OK,2012,OK,Oklahoma,0.492,0,0.463,0,1334872,2713268,2885093,0.045,25225,25506,2310,41053
2012-OR,2012,OR,Oregon,0.631,0.642,0.587,1820507,1789270,2836101,3050747,0.066,13607,0,0,13607
2012-PA,2012,PA,Pennsylvania,0.595,0,0.572,0,5742040,9651432,10037099,0.033,50054,0,0,50054
2012-RI,2012,RI,Rhode Island,0.58,0,0.534,0,446049,768918,834983,0.075,3249,0,0,3249
2012-SC,2012,SC,South Carolina,0.563,0.568,0.536,1981516,1964118,3486838,3662322,0.035,21895,34945,6116,46532
2012-SD,2012,SD,South Dakota,0.593,0.601,0.576,368270,363815,613190,631472,0.019,3574,0,2761,6335
2012-TN,2012,TN,Tennessee,0.519,0.523,0.494,2478870,2458577,4736084,4976284,0.033,28135,64430,13138,75421
2012-TX,2012,TX,Texas,0.496,0,0.417,0,7993851,16119973,19185395,0.135,157564,405473,112288,484753
2012-UT,2012,UT,Utah,0.555,0.561,0.514,1028786,1017440,1833339,1978956,0.07,6611,0,0,6611
2012-VA,2012,VA,Virginia,0.661,0.666,0.607,3888186,3854489,5834676,6348827,0.071,36425,52956,1983,66475
2012-VT,2012,VT,Vermont,0.607,0.612,0.596,301793,299290,493355,502242,0.018,0,0,0,0
2012-WA,2012,WA,Washington,0.648,0.658,0.586,3172939,3125516,4822060,5329782,0.082,16355,88339,8895,72070
2012-WI,2012,WI,Wisconsin,0.729,0,0.695,0,3068434,4209370,4417273,0.032,21987,46328,20023,66564
2012-WV,2012,WV,West Virginia,0.463,0,0.455,0,670438,1447066,1472642,0.008,7052,8573,2052,13648
2012-WY,2012,WY,Wyoming,0.586,0.59,0.564,250701,249061,425142,441726,0.025,2163,5162,762,5661
2014-AK,2014,AK,Alaska,0.542,0.548,0.51,285431,282382,520562,553473,0.039,5216,7077,2210,11389
2014-AL,2014,AL,Alabama,0.329,0.332,0.315,1191274,1180413,3588783,3751844,0.025,31691,53640,8097,69826
2014-AR,2014,AR,Arkansas,0.401,0.403,0.375,852642,848592,2117881,2263040,0.04,17756,28192,21743,55287
2014-AZ,2014,AZ,Arizona,0.334,0.341,0.295,1537671,1506416,4510186,5110890,0.101,37516,73232,7502,86028
2014-CA,2014,CA,California,0.299,0.307,0.247,7513972,7317581,24440416,29646675,0.168,136088,0,87104,223192
2014-CO,2014,CO,Colorado,0.537,0.547,0.494,2080071,2041020,3800664,4128890,0.072,19121,0,10067,29188
2014-CT,2014,CT,Connecticut,0.423,0.425,0.385,1096556,1089880,2577311,2828791,0.082,16113,0,2564,18677
2014-DE,2014,DE,Delaware,0.343,0.349,0.318,238110,234038,681526,735156,0.051,6625,15665,676,16073
2014-FL,2014,FL,Florida,0.428,0.433,0.376,6026802,5951561,13914216,15816663,0.106,95671,227087,4519,227359
2014-GA,2014,GA,Georgia,0.382,0.386,0.338,2596947,2567761,6725041,7601982,0.071,50499,471067,25547,339844
2014-HI,2014,HI,Hawaii,0.362,0.365,0.329,369554,366125,1012123,1113693,0.086,5721,0,0,5721
2014-IA,2014,IA,Iowa,0.498,0.503,0.473,1142284,1129700,2269179,2386733,0.036,8686,29929,5769,31215
2014-ID,2014,ID,Idaho,0.393,0.398,0.365,445307,439830,1119882,1205611,0.046,7901,33450,4217,30850
2014-IL,2014,IL,Illinois,0.402,0.408,0.366,3680417,3627690,9028752,9922399,0.085,46465,0,0,46465
2014-IN,2014,IN,Indiana,0.278,0.287,0.267,1387622,1341814,4829510,5033872,0.035,28638,0,0,28638
2014-KS,2014,KS,Kansas,0.425,0.433,0.398,887023,869502,2048164,2184712,0.052,9326,16328,4051,22521
2014-KY,2014,KY,Kentucky,0.442,0.449,0.422,1459409,1435868,3247300,3406506,0.027,21402,54107,16729,68431
2014-LA,2014,LA,Louisiana,0.439,0.449,0.415,1503975,1472039,3349433,3545845,0.03,37881,40979,29619,90448
2014-MA,2014,MA,Massachusetts,0.441,0.447,0.402,2186789,2158326,4896296,5369534,0.086,10014,0,0,10014
2014-MD,2014,MD,Maryland,0.417,0.42,0.373,1745104,1733177,4154546,4645171,0.089,20388,79539,11537,76467
2014-ME,2014,ME,Maine,0.581,0.587,0.57,616996,611255,1051557,1071521,0.019,0,0,0,0
2014-MI,2014,MI,Michigan,0.427,0.432,0.41,3188956,3156531,7383958,7700110,0.035,42900,0,0,42900
2014-MN,2014,MN,Minnesota,0.504,0.506,0.472,1992613,1981511,3935121,4194166,0.045,10003,97661,6642,71335
2014-MO,2014,MO,Missouri,0.317,0.336,0.305,1509025,1426303,4493722,4682458,0.024,31432,47303,18495,76417
2014-MS,2014,MS,Mississippi,0.29,0,0.279,0,631858,2181131,2267463,0.017,18756,34398,9883,47902
2014-MT,2014,MT,Montana,0.469,0.475,0.461,373831,369826,787748,802644,0.014,3681,0,0,3681
2014-NC,2014,NC,North Carolina,0.408,0.412,0.379,2939767,2915281,7143737,7693406,0.059,35726,90918,10025,96665
2014-ND,2014,ND,North Dakota,0.438,0.45,0.427,255128,248670,567221,582205,0.023,1700,0,0,1700
2014-NE,2014,NE,Nebraska,0.405,0.414,0.38,552115,539891,1334453,1419489,0.05,5221,12940,1067,13534
2014-NH,2014,NH,New Hampshire,0.476,0.483,0.46,495565,488159,1025862,1061054,0.03,2867,0,0,2867
2014-NJ,2014,NJ,New Jersey,0.311,0.325,0.27,1955042,1869535,6014127,6936661,0.119,20255,115898,14889,100047
2014-NM,2014,NM,New Mexico,0.354,0,0.323,0,512805,1449503,1586442,0.075,6879,16060,2255,18128
2014-NV,2014,NV,Nevada,0.293,0.296,0.252,552546,547349,1867644,2173640,0.129,12537,12027,5927,25199
2014-NY,2014,NY,New York,0.282,0.29,0.246,3930310,3819010,13553426,15544111,0.122,48376,0,44889,93265
2014-OH,2014,OH,Ohio,0.351,0.362,0.341,3149876,3055913,8701243,8969074,0.024,51024,0,0,51024
2014-OK,2014,OK,Oklahoma,0.299,0.3,0.281,825607,824831,2755091,2940437,0.047,27650,28568,2560,46208
2014-OR,2014,OR,Oregon,0.509,0.534,0.472,1541782,1469717,2887517,3115883,0.068,15075,0,0,15075
2014-PA,2014,PA,Pennsylvania,0.361,0.365,0.346,3535576,3495866,9689491,10100271,0.036,49643,0,0,49643
2014-RI,2014,RI,Rhode Island,0.417,0.424,0.385,329212,324055,776286,842605,0.075,3294,0,0,3294
2014-SC,2014,SC,South Carolina,0.348,0.352,0.331,1261611,1246301,3584461,3760480,0.035,20917,35096,5225,45796
2014-SD,2014,SD,South Dakota,0.443,0.447,0.431,282291,279412,630989,647810,0.016,3528,0,2611,6139
2014-TN,2014,TN,Tennessee,0.286,0.298,0.272,1430117,1374065,4799476,5060636,0.036,28495,62950,13498,77245
2014-TX,2014,TX,Texas,0.283,0,0.238,0,4727208,16675420,19847831,0.135,157361,388101,111412,486110
2014-UT,2014,UT,Utah,0.297,0.303,0.275,577973,565970,1905801,2054936,0.069,6824,0,0,6824
2014-VA,2014,VA,Virginia,0.366,0.368,0.337,2194346,2184473,5962456,6489957,0.071,36943,54966,1732,69456
2014-VT,2014,VT,Vermont,0.389,0.408,0.381,202445,193087,495884,507304,0.023,0,0,0,0
2014-WA,2014,WA,Washington,0.412,0.431,0.371,2123901,2029189,4928407,5467270,0.084,17345,94112,9880,79928
2014-WI,2014,WI,Wisconsin,0.566,0.569,0.539,2422248,2410314,4260427,4470265,0.032,22097,46212,20010,67986
2014-WV,2014,WV,West Virginia,0.312,0.32,0.307,462864,451498,1447652,1472594,0.008,6873,7174,2749,13639
2014-WY,2014,WY,Wyoming,0.39,0.397,0.373,171153,168390,431434,451484,0.031,2330,5196,715,5955
2016-AK,2016,AK,Alaska,0.61,0.615,0.574,321271,318608,522679,555367,0.041,4317,6621,1812,9903
2016-AL,2016,AL,Alabama,0.588,0.591,0.563,2134061,2123372,3609447,3770142,0.025,28680,52177,8562,66983
2016-AR,2016,AR,Arkansas,0.528,0.532,0.494,1137772,1130635,2140097,2286625,0.038,17242,30881,23792,58636
2016-AZ,2016,AZ,Arizona,0.549,0.561,0.489,2661497,2604657,4740310,5331034,0.094,37582,77373,7500,89185
2016-CA,2016,CA,California,0.565,0.582,0.47,14610509,14181595,25104844,30201571,0.164,130390,0,0,130390
2016-CO,2016,CO,Colorado,0.7,0.719,0.646,2859216,2780247,3974405,4305728,0.07,18576,0,10186,28762
2016-CT,2016,CT,Connecticut,0.637,0.649,0.583,1675955,1644920,2582761,2821935,0.078,14475,0,3379,17854
2016-DE,2016,DE,Delaware,0.642,0.644,0.592,445228,443814,691720,749872,0.057,6254,15395,387,15416
2016-FL,2016,FL,Florida,0.645,0.656,0.569,9580489,9420039,14601066,16565588,0.105,92847,214066,4566,219431
2016-GA,2016,GA,Georgia,0.591,0.598,0.526,4165405,4114732,6959963,7828207,0.072,51092,410964,22386,307727
2016-HI,2016,HI,Hawaii,0.423,0.432,0.383,437664,428937,1012860,1120465,0.091,5474,0,0,5474
2016-IA,2016,IA,Iowa,0.684,0.691,0.651,1581371,1566031,2288536,2406915,0.036,8888,29254,6051,31614
2016-ID,2016,ID,Idaho,0.592,0.609,0.55,710545,690255,1166706,1253925,0.044,7949,32409,5054,31476
2016-IL,2016,IL,Illinois,0.622,0.631,0.567,5666118,5589631,8985443,9866799,0.085,42017,0,0,42017
2016-IN,2016,IN,Indiana,0.564,0.579,0.54,2807676,2734958,4849937,5063393,0.037,24948,0,0,24948
2016-KS,2016,KS,Kansas,0.577,0.597,0.54,1225667,1184402,2054025,2192423,0.052,9613,16654,4830,23936
2016-KY,2016,KY,Kentucky,0.586,0.596,0.561,1955195,1924149,3282420,3430652,0.024,22868,48457,15383,65871
2016-LA,2016,LA,Louisiana,0.6,0.606,0.568,2049531,2029032,3384435,3571652,0.027,35543,40174,30907,89349
2016-MA,2016,MA,Massachusetts,0.672,0.683,0.611,3378801,3325046,4948028,5442458,0.089,8780,0,0,8780
2016-MD,2016,MD,Maryland,0.664,0.67,0.595,2807322,2781446,4189616,4670900,0.088,19382,72529,10305,71029
2016-ME,2016,ME,Maine,0.707,0.729,0.694,771892,747927,1058372,1078037,0.018,0,0,0,0
2016-MI,2016,MI,Michigan,0.647,0.657,0.62,4874619,4799284,7420628,7744567,0.037,40502,0,0,40502
2016-MN,2016,MN,Minnesota,0.741,0.747,0.694,2968281,2944813,3973204,4240423,0.046,10158,96852,7075,72439
2016-MO,2016,MO,Missouri,0.622,0.622,0.596,2811549,2808605,4517925,4710784,0.025,31956,43799,17792,74713
2016-MS,2016,MS,Mississippi,0.552,0,0.533,0,1209357,2191241,2268089,0.014,19150,29067,8645,44363
2016-MT,2016,MT,Montana,0.618,0.643,0.608,516901,497147,804250,817702,0.012,3795,0,0,3795
2016-NC,2016,NC,North Carolina,0.645,0.649,0.602,4769640,4741564,7352501,7880013,0.055,34357,82466,12726,94089
2016-ND,2016,ND,North Dakota,0.608,0.617,0.593,349945,344360,566783,581188,0.022,1791,0,0,1791
2016-NE,2016,NE,Nebraska,0.628,0.64,0.588,860573,844227,1343821,1436437,0.055,5079,13489,1088,13856
2016-NH,2016,NH,New Hampshire,0.714,0.725,0.691,755850,744296,1042795,1076739,0.029,2818,0,0,2818
2016-NJ,2016,NJ,New Jersey,0.644,0.658,0.557,3957303,3874046,6013656,6959892,0.12,18504,140589,15128,113768
2016-NM,2016,NM,New Mexico,0.545,0.549,0.502,804043,798319,1464515,1591069,0.069,6914,12714,2780,16941
2016-NV,2016,NV,Nevada,0.574,0.574,0.494,1125429,1125385,1961587,2276281,0.126,13742,13724,5261,26826
2016-NY,2016,NY,New York,0.568,0.572,0.496,7786881,7721453,13604645,15557982,0.12,46416,0,44426,90842
2016-OH,2016,OH,Ohio,0.629,0.642,0.61,5607641,5496487,8736808,9007953,0.024,51666,0,0,51666
2016-OK,2016,OK,Oklahoma,0.523,0,0.49,0,1452992,2778219,2965905,0.047,26691,33562,1895,47716
2016-OR,2016,OR,Oregon,0.662,0.68,0.617,2056310,2001336,3024174,3244277,0.063,15166,0,0,15166
2016-PA,2016,PA,Pennsylvania,0.636,0,0.61,0,6165478,9691160,10108486,0.037,48098,0,0,48098
2016-RI,2016,RI,Rhode Island,0.591,0.597,0.547,469589,464144,786012,848975,0.071,3038,0,0,3038
2016-SC,2016,SC,South Carolina,0.567,0.573,0.542,2123584,2103027,3709283,3883145,0.034,20350,32634,4347,43298
